11,Talwara Jhil,1,05:11 AM,06:13 AM,1 Hr 2 Mins,05:13 AM,06:15 AM,1 Hr 2 Mins, 145 Kms,04771
12,Tibi,1,05:23 AM,06:25 AM,1 Hr 2 Mins,05:25 AM,06:26 AM,1 Hr 1 Min, 154 Kms,04771
13,Sherekan,1,05:33 AM,06:34 AM,1 Hr 1 Min,05:34 AM,06:35 AM,1 Hr 1 Min, 161 Kms,04771
14,Hanumangarhtown,1,05:45 AM,06:46 AM,1 Hr 1 Min,05:47 AM,06:47 AM,1 Hr, 171 Kms,04771
15,Hanumangarh Jn,1,06:10 AM,07:00 AM,50 Mins,07:15 AM,07:25 AM,10 Mins, 177 Kms,04771
16,Jorkian,1,07:25 AM,07:35 AM,10 Mins,07:26 AM,07:36 AM,10 Mins, 185 Kms,04771
17,Hirnawali,1,07:32 AM,07:42 AM,10 Mins,07:33 AM,07:43 AM,10 Mins, 191 Kms,04771
18,Dholipal,1,07:39 AM,07:51 AM,12 Mins,07:41 AM,07:52 AM,11 Mins, 197 Kms,04771
19,Buglanwali,1,07:46 AM,07:57 AM,11 Mins,07:47 AM,07:58 AM,11 Mins, 201 Kms,04771
20,Budhsinghwala,1,07:52 AM,08:03 AM,11 Mins,07:53 AM,08:04 AM,11 Mins, 205 Kms,04771
21,Sadulshahr,1,08:02 AM,08:17 AM,15 Mins,08:04 AM,08:19 AM,15 Mins, 215 Kms,04771
22,Fateh Singhwala,1,08:12 AM,08:27 AM,15 Mins,08:14 AM,08:28 AM,14 Mins, 222 Kms,04771
23,Banwali,1,08:21 AM,08:32 AM,11 Mins,08:22 AM,08:33 AM,11 Mins, 229 Kms,04771
1,Shri Ganganagar,1,Source,Source,No Delay,06:45 PM,06:45 PM,No Delay, 0 Kms,3,04772
2,Banwali,1,07:00 PM,07:02 PM,2 Mins,07:02 PM,07:09 PM,7 Mins, 15 Kms,1,04772
3,Fateh Singhwala,1,07:13 PM,07:20 PM,7 Mins,07:14 PM,07:21 PM,7 Mins, 22 Kms,1,04772
4,Sadulshahr,1,07:22 PM,07:25 PM,3 Mins,07:24 PM,07:27 PM,3 Mins, 29 Kms,1,04772
5,Budhsinghwala,1,07:33 PM,07:36 PM,3 Mins,07:34 PM,07:37 PM,3 Mins, 38 Kms,1,04772
6,Buglanwali,1,07:39 PM,07:42 PM,3 Mins,07:40 PM,07:43 PM,3 Mins, 43 Kms,1,04772
7,Dholipal,1,07:45 PM,07:47 PM,2 Mins,07:46 PM,07:48 PM,2 Mins, 47 Kms,1,04772
8,Hirnawali,1,07:52 PM,07:54 PM,2 Mins,07:53 PM,07:55 PM,2 Mins, 53 Kms,1,04772
9,Jorkian,1,07:59 PM,08:01 PM,2 Mins,08:00 PM,08:02 PM,2 Mins, 58 Kms,1,04772
10,Hanumangarh Jn,1,08:10 PM,08:10 PM,No Delay,09:15 PM,09:15 PM,No Delay, 66 Kms,3,04772
11,Hanumangarhtown,1,09:25 PM,09:25 PM,No Delay,09:27 PM,09:27 PM,No Delay, 73 Kms,1,04772
12,Sherekan,1,09:38 PM,09:39 PM,1 Min,09:39 PM,09:40 PM,1 Min, 83 Kms,1,04772
13,Tibi,1,09:47 PM,09:48 PM,1 Min,09:49 PM,09:49 PM,No Delay, 90 Kms,04772
14,Talwara Jhil,1,09:59 PM,10:00 PM,1 Min,10:01 PM,10:01 PM,No Delay, 99 Kms,1,04772
15,Ellenabad,1,10:12 PM,10:12 PM,No Delay,10:14 PM,10:14 PM,No Delay, 109 Kms,1,04772
16,Khinaniyan,1,10:27 PM,10:28 PM,1 Min,10:29 PM,10:30 PM,1 Min, 122 Kms,1,04772
17,Nohar,1,10:46 PM,10:48 PM,2 Mins,10:48 PM,10:50 PM,2 Mins, 140 Kms,1,04772
18,Diplana,1,10:59 PM,11:02 PM,3 Mins,11:00 PM,11:03 PM,3 Mins, 150 Kms,1,04772
19,Gogameri,1,11:15 PM,11:18 PM,3 Mins,11:17 PM,11:20 PM,3 Mins, 166 Kms,1,04772
20,Tahsil Bhadra,1,11:30 PM,11:33 PM,3 Mins,11:33 PM,11:36 PM,3 Mins, 179 Kms,1,04772
